Division,District,Upazila,Market,Commodity,Price Type,Year,Lowest Price,Highest Price,Average Price
Dhaka,Narsingdi,Narsingdi Sadar,Narsingdi Sadar,Pangash (small),Retail,2020,102.67,112.67,107.67
Dhaka,Narsingdi,Narsingdi Sadar,Narsingdi Sadar,Pangash (small),Wholesale,2018,"7,076.13","8,094.65","7,585.39"
Dhaka,Narsingdi,Narsingdi Sadar,Narsingdi Sadar,Pangash (small),Wholesale,2019,"8,377.59","9,377.59","8,877.59"
Dhaka,Narsingdi,Narsingdi Sadar,Narsingdi Sadar,Pangash (small),Wholesale,2020,"8,513.94","9,513.94","9,013.94"
Rajshahi,Natore,Natore Sadar,Natore Sadar,Pangash (small),Retail,2019,100,110,105
Rajshahi,Natore,Natore Sadar,Natore Sadar,Pangash (small),Retail,2020,93.36,103.36,98.36
Rajshahi,Natore,Natore Sadar,Natore Sadar,Pangash (small),Wholesale,2019,"9,000.00","10,000.00","9,500.00"
Rajshahi,Natore,Natore Sadar,Natore Sadar,Pangash (small),Wholesale,2020,"8,336.00","9,336.00","8,836.00"
Rajshahi,Nawabgonj,Nawabgonj Sadar,Nawabgonj Sadar,Pangash (small),Retail,2018,102.8,117.59,110.19
Rajshahi,Nawabgonj,Nawabgonj Sadar,Nawabgonj Sadar,Pangash (small),Retail,2019,109.08,128.11,118.59
Rajshahi,Nawabgonj,Nawabgonj Sadar,Nawabgonj Sadar,Pangash (small),Retail,2020,130,140,135
Rajshahi,Nawabgonj,Nawabgonj Sadar,Nawabgonj Sadar,Pangash (small),Wholesale,2018,"8,616.38","9,616.38","9,116.38"
Rajshahi,Nawabgonj,Nawabgonj Sadar,Nawabgonj Sadar,Pangash (small),Wholesale,2019,"8,529.59","9,529.59","9,029.59"
Rajshahi,Nawabgonj,Nawabgonj Sadar,Nawabgonj Sadar,Pangash (small),Wholesale,2020,"11,000.00","12,000.00","11,500.00"
Rajshahi,Nawabgonj,Nawabgonj Sadar,Ramchandrapur Bazar,Pangash (small),Growers,2018,"8,928.57","9,928.57","9,428.57"
Rajshahi,Nawabgonj,Nawabgonj Sadar,Ramchandrapur Bazar,Pangash (small),Growers,2019,"9,136.36","10,090.91","9,613.64"
Rajshahi,Nawabgonj,Nawabgonj Sadar,Ramchandrapur Bazar,Pangash (small),Growers,2020,"11,000.00","12,000.00","11,500.00"
Rajshahi,Nawabgonj,Shibgonj,Shibgonj,Pangash (small),Growers,2018,"9,000.00","10,000.00","9,500.00"
Dhaka,Netrokona,Netrakona Sadar,Dakhin Bishiurah,Pangash (small),Growers,2019,"9,000.00","10,000.00","9,500.00"
Rangpur,Nilphamari,Nilpamari Sadar,Nilphamari Sadar,Pangash (small),Retail,2018,97.57,100,98.78
Rangpur,Nilphamari,Nilpamari Sadar,Nilphamari Sadar,Pangash (small),Retail,2019,115,120,117.5
Rangpur,Nilphamari,Nilpamari Sadar,Nilphamari Sadar,Pangash (small),Wholesale,2018,"7,572.16","7,815.46","7,693.81"
Rangpur,Nilphamari,Nilpamari Sadar,Nilphamari Sadar,Pangash (small),Wholesale,2019,"8,000.00","9,000.00","8,500.00"
Rajshahi,Pabna,Sathia,Ataikula,Pangash (small),Growers,2019,"9,500.00","15,000.00","12,250.00"
Rajshahi,Pabna,Sathia,Ataikula,Pangash (small),Growers,2020,"9,800.00","14,500.00","12,150.00"
Rajshahi,Pabna,Ishardi,Dhasuria,Pangash (small),Growers,2019,"9,180.00","14,550.00","11,865.00"
Rajshahi,Pabna,Ishardi,Dhasuria,Pangash (small),Growers,2020,"9,350.00","14,625.00","11,987.50"
Rajshahi,Pabna,Pabna Sadar,Pabna Sadar,Pangash (small),Retail,2019,108.8,141.6,125.2
Rajshahi,Pabna,Pabna Sadar,Pabna Sadar,Pangash (small),Retail,2020,110.16,142,126.08
Rajshahi,Pabna,Pabna Sadar,Pabna Sadar,Pangash (small),Wholesale,2019,"8,816.00","11,840.00","10,328.00"
Rajshahi,Pabna,Pabna Sadar,Pabna Sadar,Pangash (small),Wholesale,2020,"8,476.00","12,200.00","10,338.00"
Rangpur,Panchagarh,Panchagarh Sadar,Panchagarh Sadar,Pangash (small),Retail,2018,74.34,86.67,80.51
Rangpur,Panchagarh,Panchagarh Sadar,Panchagarh Sadar,Pangash (small),Retail,2019,112.02,134.37,123.19
Rangpur,Panchagarh,Panchagarh Sadar,Panchagarh Sadar,Pangash (small),Retail,2020,101.73,120,110.86
Rangpur,Panchagarh,Panchagarh Sadar,Panchagarh Sadar,Pangash (small),Wholesale,2018,"6,197.76","7,143.66","6,670.71"
Rangpur,Panchagarh,Panchagarh Sadar,Panchagarh Sadar,Pangash (small),Wholesale,2019,"9,987.39","11,621.85","10,804.62"
Rangpur,Panchagarh,Panchagarh Sadar,Panchagarh Sadar,Pangash (small),Wholesale,2020,"9,172.73","11,000.00","10,086.36"
Barisal,Patuakhali,Patuakhali Sadar,Patuakhali Sadar,Pangash (small),Retail,2018,116.59,130.11,123.35
Barisal,Patuakhali,Patuakhali Sadar,Patuakhali Sadar,Pangash (small),Retail,2019,137.19,147.69,142.44
Barisal,Patuakhali,Patuakhali Sadar,Patuakhali Sadar,Pangash (small),Retail,2020,135.94,152.25,144.1
Barisal,Patuakhali,Patuakhali Sadar,Patuakhali Sadar,Pangash (small),Wholesale,2018,"10,302.03","11,076.14","10,689.09"
Barisal,Patuakhali,Patuakhali Sadar,Patuakhali Sadar,Pangash (small),Wholesale,2019,"12,284.56","13,187.65","12,736.11"
Barisal,Patuakhali,Patuakhali Sadar,Patuakhali Sadar,Pangash (small),Wholesale,2020,"12,532.79","14,151.64","13,342.21"
Barisal,Pirojpur,Pirojpur Sadar,Pirojpur Sadar,Pangash (small),Retail,2018,80,90,85
Barisal,Pirojpur,Pirojpur Sadar,Pirojpur Sadar,Pangash (small),Retail,2020,92.77,102.77,97.77
Barisal,Pirojpur,Pirojpur Sadar,Pirojpur Sadar,Pangash (small),Wholesale,2018,"6,000.00","7,000.00","6,500.00"
Barisal,Pirojpur,Pirojpur Sadar,Pirojpur Sadar,Pangash (small),Wholesale,2020,"8,276.60","9,276.60","8,776.60"
Dhaka,Rajbari,Rajbari Sadar,Rajbari Sadar,Pangash (small),Retail,2018,90.15,100.62,95.38
Dhaka,Rajbari,Rajbari Sadar,Rajbari Sadar,Pangash (small),Retail,2019,107.76,117.76,112.76
Dhaka,Rajbari,Rajbari Sadar,Rajbari Sadar,Pangash (small),Wholesale,2018,"8,005.88","9,005.88","8,505.88"
Dhaka,Rajbari,Rajbari Sadar,Rajbari Sadar,Pangash (small),Wholesale,2019,"9,140.09","10,140.09","9,640.09"
Rajshahi,Rajshahi,Rajshahi Sadar,Rajshahi Sadar,Pangash (small),Retail,2018,97.04,107.04,102.04
Rajshahi,Rajshahi,Rajshahi Sadar,Rajshahi Sadar,Pangash (small),Retail,2019,116.03,131.74,123.88
Rajshahi,Rajshahi,Rajshahi Sadar,Rajshahi Sadar,Pangash (small),Retail,2020,120,130,125
Rajshahi,Rajshahi,Rajshahi Sadar,Rajshahi Sadar,Pangash (small),Wholesale,2018,"8,000.00","9,000.00","8,500.00"
Rajshahi,Rajshahi,Rajshahi Sadar,Rajshahi Sadar,Pangash (small),Wholesale,2019,"10,454.55","11,508.26","10,981.40"
Rajshahi,Rajshahi,Rajshahi Sadar,Rajshahi Sadar,Pangash (small),Wholesale,2020,"11,000.00","12,000.00","11,500.00"
Chittagong,Rangamati,Kawkhali,Kaptai,Pangash (small),Retail,2018,100,110,105
Chittagong,Rangamati,Kawkhali,Kaptai,Pangash (small),Wholesale,2018,"9,266.22","9,466.22","9,366.22"
Chittagong,Rangamati,Rangamati Sadar,Rangamati Sadar,Pangash (small),Retail,2018,100,110,105
Chittagong,Rangamati,Rangamati Sadar,Rangamati Sadar,Pangash (small),Retail,2019,100,110,105
Chittagong,Rangamati,Rangamati Sadar,Rangamati Sadar,Pangash (small),Retail,2020,100,113.83,106.92
Chittagong,Rangamati,Rangamati Sadar,Rangamati Sadar,Pangash (small),Wholesale,2018,"9,228.21","9,428.21","9,328.21"
Chittagong,Rangamati,Rangamati Sadar,Rangamati Sadar,Pangash (small),Wholesale,2019,"9,200.00","9,400.00","9,300.00"
Chittagong,Rangamati,Rangamati Sadar,Rangamati Sadar,Pangash (small),Wholesale,2020,"9,200.00","9,400.00","9,300.00"
Khulna,Satkhira,Tala,Jatpur,Pangash (small),Growers,2018,"9,600.00","9,800.00","9,700.00"
Khulna,Satkhira,Tala,Jatpur,Pangash (small),Growers,2019,"10,716.67","11,154.17","10,935.42"
Khulna,Satkhira,Tala,Jatpur,Pangash (small),Growers,2020,"9,305.88","9,594.12","9,450.00"
Khulna,Satkhira,Tala,Jatpur,Pangash (small),Wholesale,2018,"9,600.00","9,800.00","9,700.00"
Khulna,Satkhira,Satkhira Sadar,Zaudanga,Pangash (small),Growers,2018,"9,600.00","9,800.00","9,700.00"
Khulna,Satkhira,Satkhira Sadar,Zaudanga,Pangash (small),Growers,2019,"10,384.00","10,812.00","10,598.00"
Khulna,Satkhira,Satkhira Sadar,Zaudanga,Pangash (small),Growers,2020,"9,120.00","9,410.00","9,265.00"
Khulna,Satkhira,Satkhira Sadar,Zaudanga,Pangash (small),Wholesale,2018,"9,600.00","9,800.00","9,700.00"
Dhaka,Shariatpur,Goshaihat,Goshaihat,Pangash (small),Growers,2019,"9,000.00","10,000.00","9,500.00"
Dhaka,Shariatpur,Shariatpur Sadar,Shariatpur Sadar,Pangash (small),Retail,2018,110,120,115
Dhaka,Shariatpur,Shariatpur Sadar,Shariatpur Sadar,Pangash (small),Retail,2019,127.58,138.79,133.18
Dhaka,Shariatpur,Shariatpur Sadar,Shariatpur Sadar,Pangash (small),Retail,2020,115.66,126.43,121.05
Dhaka,Shariatpur,Shariatpur Sadar,Shariatpur Sadar,Pangash (small),Wholesale,2018,"9,000.00","10,000.00","9,500.00"
Dhaka,Shariatpur,Shariatpur Sadar,Shariatpur Sadar,Pangash (small),Wholesale,2019,"10,000.00","12,000.00","11,000.00"
Dhaka,Shariatpur,Shariatpur Sadar,Shariatpur Sadar,Pangash (small),Wholesale,2020,"9,728.68","11,000.00","10,364.34"
Dhaka,Shariatpur,Naria,Vojeshor,Pangash (small),Growers,2019,"9,277.78","10,277.78","9,777.78"
Dhaka,Sherpur,Sherpur Sadar,Sherpur Sadar,Pangash (small),Retail,2018,100,120,110
Dhaka,Sherpur,Sherpur Sadar,Sherpur Sadar,Pangash (small),Retail,2019,101.35,121.35,111.35
Dhaka,Sherpur,Sherpur Sadar,Sherpur Sadar,Pangash (small),Wholesale,2018,"8,459.23","10,459.23","9,459.23"
Dhaka,Sherpur,Sherpur Sadar,Sherpur Sadar,Pangash (small),Wholesale,2019,"9,067.57","11,000.00","10,033.78"
Rajshahi,Sirajgonj,Sirajgonj Sadar,Sirajgonj Sadar,Pangash (small),Retail,2018,120,140,130
Rajshahi,Sirajgonj,Sirajgonj Sadar,Sirajgonj Sadar,Pangash (small),Retail,2019,124.85,142.42,133.63
Rajshahi,Sirajgonj,Sirajgonj Sadar,Sirajgonj Sadar,Pangash (small),Retail,2020,131.71,142.46,137.08
Rajshahi,Sirajgonj,Sirajgonj Sadar,Sirajgonj Sadar,Pangash (small),Wholesale,2018,"10,000.00","12,000.00","11,000.00"
Rajshahi,Sirajgonj,Sirajgonj Sadar,Sirajgonj Sadar,Pangash (small),Wholesale,2019,"10,242.31","12,242.31","11,242.31"
Rajshahi,Sirajgonj,Sirajgonj Sadar,Sirajgonj Sadar,Pangash (small),Wholesale,2020,"11,000.00","13,000.00","12,000.00"
Sylhet,Sunamgonj,Sunamgonj Sadar,Sunamgonj Sadar,Pangash (small),Retail,2018,83.98,88.42,86.2
Sylhet,Sunamgonj,Sunamgonj Sadar,Sunamgonj Sadar,Pangash (small),Retail,2019,78,80,79
Sylhet,Sunamgonj,Sunamgonj Sadar,Sunamgonj Sadar,Pangash (small),Wholesale,2018,"7,100.00","7,918.75","7,509.38"
Sylhet,Sunamgonj,Sunamgonj Sadar,Sunamgonj Sadar,Pangash (small),Wholesale,2019,"7,200.00","7,400.00","7,300.00"
Sylhet,Sylhet,Sylhet Sadar,Sylhet Sadar,Pangash (small),Retail,2018,89.08,96.42,92.75
Sylhet,Sylhet,Sylhet Sadar,Sylhet Sadar,Pangash (small),Retail,2019,98.5,105.33,101.91
Sylhet,Sylhet,Sylhet Sadar,Sylhet Sadar,Pangash (small),Retail,2020,108.07,119.19,113.63
Sylhet,Sylhet,Sylhet Sadar,Sylhet Sadar,Pangash (small),Wholesale,2018,"7,874.00","8,334.80","8,104.40"
Sylhet,Sylhet,Sylhet Sadar,Sylhet Sadar,Pangash (small),Wholesale,2019,"8,565.57","9,223.36","8,894.47"
Sylhet,Sylhet,Sylhet Sadar,Sylhet Sadar,Pangash (small),Wholesale,2020,"9,266.95","9,919.49","9,593.22"
Rangpur,Thakurgaon,Thakurgaon Sadar,Thakurgaon Sadar,Pangash (small),Retail,2018,67.68,79.25,73.46
Rangpur,Thakurgaon,Thakurgaon Sadar,Thakurgaon Sadar,Pangash (small),Retail,2019,76.13,95.4,85.76
Rangpur,Thakurgaon,Thakurgaon Sadar,Thakurgaon Sadar,Pangash (small),Retail,2020,80.08,100.08,90.08
Rangpur,Thakurgaon,Thakurgaon Sadar,Thakurgaon Sadar,Pangash (small),Wholesale,2018,"5,764.34","7,235.66","6,500.00"
Rangpur,Thakurgaon,Thakurgaon Sadar,Thakurgaon Sadar,Pangash (small),Wholesale,2019,"5,860.33","8,663.15","7,261.74"
Rangpur,Thakurgaon,Thakurgaon Sadar,Thakurgaon Sadar,Pangash (small),Wholesale,2020,"6,011.86","9,007.91","7,509.88"
Khulna,Bagerhat,Bagerhat Sadar,Bagerhat Sadar,Pangash (small),Retail,2021,100,120,110
Khulna,Bagerhat,Bagerhat Sadar,Bagerhat Sadar,Pangash (small),Retail,2022,143.76,168.56,156.16
Khulna,Bagerhat,Bagerhat Sadar,Bagerhat Sadar,Pangash (small),Retail,2023,165.46,205.46,185.46
Khulna,Bagerhat,Bagerhat Sadar,Bagerhat Sadar,Pangash (small),Wholesale,2021,"9,000.00","10,000.00","9,500.00"
Khulna,Bagerhat,Bagerhat Sadar,Bagerhat Sadar,Pangash (small),Wholesale,2022,"12,295.08","14,647.54","13,471.31"
Khulna,Bagerhat,Bagerhat Sadar,Bagerhat Sadar,Pangash (small),Wholesale,2023,"13,857.14","17,487.39","15,672.27"
Chittagong,Bandarban,Bandarban Sadar,Bandarban Sadar,Pangash (small),Retail,2021,100,110,105
Chittagong,Bandarban,Bandarban Sadar,Bandarban Sadar,Pangash (small),Retail,2022,120.58,132.6,126.59
Chittagong,Bandarban,Bandarban Sadar,Bandarban Sadar,Pangash (small),Retail,2023,151,160.96,155.98
Chittagong,Bandarban,Bandarban Sadar,Bandarban Sadar,Pangash (small),Wholesale,2021,"9,000.00","10,420.32","9,710.16"
Chittagong,Bandarban,Bandarban Sadar,Bandarban Sadar,Pangash (small),Wholesale,2022,"10,375.00","10,875.00","10,625.00"
Chittagong,Bandarban,Bandarban Sadar,Bandarban Sadar,Pangash (small),Wholesale,2023,"12,973.91","13,473.91","13,223.91"
Barisal,Barguna,Barguna Sadar,Barguna Sadar,Pangash (small),Retail,2021,123.44,133.44,128.44
Barisal,Barguna,Barguna Sadar,Barguna Sadar,Pangash (small),Retail,2022,122.05,140.14,131.1
Barisal,Barguna,Barguna Sadar,Barguna Sadar,Pangash (small),Wholesale,2021,"10,364.75","11,319.67","10,842.21"
Barisal,Barguna,Barguna Sadar,Barguna Sadar,Pangash (small),Wholesale,2022,"9,904.11","11,383.56","10,643.84"
Barisal,Barisal,Barisal Sadar,Barisal Sadar,Pangash (small),Retail,2023,151.29,181.09,166.19
Barisal,Barisal,Barisal Sadar,Barisal Sadar,Pangash (small),Wholesale,2023,"12,989.58","15,572.92","14,281.25"
Barisal,Bhola,Bhola Sadar,Bhola Sadar,Pangash (small),Retail,2021,137.1,144.08,140.59
Barisal,Bhola,Bhola Sadar,Bhola Sadar,Pangash (small),Retail,2022,137.38,148.58,142.98
Barisal,Bhola,Bhola Sadar,Bhola Sadar,Pangash (small),Retail,2023,138.25,157.78,148.01
Barisal,Bhola,Bhola Sadar,Bhola Sadar,Pangash (small),Wholesale,2021,"12,532.65","13,412.24","12,972.45"
Barisal,Bhola,Bhola Sadar,Bhola Sadar,Pangash (small),Wholesale,2022,"12,739.50","13,598.74","13,169.12"
Barisal,Bhola,Bhola Sadar,Bhola Sadar,Pangash (small),Wholesale,2023,"12,952.99","14,568.38","13,760.68"
Rajshahi,Bogra,Bogra Sadar,Bogra Sadar,Pangash (small),Retail,2021,120,130,125
Rajshahi,Bogra,Bogra Sadar,Bogra Sadar,Pangash (small),Wholesale,2021,"10,000.00","12,000.00","11,000.00"
Chittagong,Comilla,Comilla Sadar,Comilla Sadar,Pangash (small),Retail,2021,73.31,88.59,80.95
Chittagong,Comilla,Comilla Sadar,Comilla Sadar,Pangash (small),Retail,2023,125.08,137.05,131.07
Chittagong,Comilla,Comilla Sadar,Comilla Sadar,Pangash (small),Wholesale,2021,"6,328.22","7,346.63","6,837.42"
Chittagong,Comilla,Comilla Sadar,Comilla Sadar,Pangash (small),Wholesale,2023,"10,508.20","11,672.13","11,090.16"
Chittagong,Cox`s Bazar,Cox`s Bazar Sadar,Cox`s Bazar Sadar,Pangash (small),Retail,2021,120,130,125
Chittagong,Cox`s Bazar,Cox`s Bazar Sadar,Cox`s Bazar Sadar,Pangash (small),Retail,2022,130.05,140.05,135.05
Chittagong,Cox`s Bazar,Cox`s Bazar Sadar,Cox`s Bazar Sadar,Pangash (small),Retail,2023,150,160,155
Chittagong,Cox`s Bazar,Cox`s Bazar Sadar,Cox`s Bazar Sadar,Pangash (small),Wholesale,2021,"11,000.00","12,000.00","11,500.00"
Chittagong,Cox`s Bazar,Cox`s Bazar Sadar,Cox`s Bazar Sadar,Pangash (small),Wholesale,2022,"11,982.06","12,982.06","12,482.06"
Chittagong,Cox`s Bazar,Cox`s Bazar Sadar,Cox`s Bazar Sadar,Pangash (small),Wholesale,2023,"14,000.00","15,000.00","14,500.00"
Dhaka,Dhaka,Dhaka Sadar,Dhaka Sadar,Pangash (small),Retail,2021,130,150,140
Dhaka,Dhaka,Dhaka Sadar,Dhaka Sadar,Pangash (small),Retail,2022,125.65,141.3,133.47
Dhaka,Dhaka,Dhaka Sadar,Dhaka Sadar,Pangash (small),Retail,2023,120,130,125
Dhaka,Dhaka,Dhaka Sadar,Dhaka Sadar,Pangash (small),Wholesale,2021,"9,500.00","11,500.00","10,500.00"
Dhaka,Dhaka,Dhaka Sadar,Dhaka Sadar,Pangash (small),Wholesale,2022,"9,282.43","10,847.28","10,064.85"
Dhaka,Dhaka,Dhaka Sadar,Dhaka Sadar,Pangash (small),Wholesale,2023,"9,000.00","10,000.00","9,500.00"
Rangpur,Dinajpur,Dinajpur Sadar,Dinajpur Sadar,Pangash (small),Retail,2021,114.03,134.29,124.16
Rangpur,Dinajpur,Dinajpur Sadar,Dinajpur Sadar,Pangash (small),Retail,2022,123.11,155.7,139.41
Rangpur,Dinajpur,Dinajpur Sadar,Dinajpur Sadar,Pangash (small),Retail,2023,128.74,159.41,144.08
Rangpur,Dinajpur,Dinajpur Sadar,Dinajpur Sadar,Pangash (small),Wholesale,2021,"10,300.88","11,455.75","10,878.32"
Rangpur,Dinajpur,Dinajpur Sadar,Dinajpur Sadar,Pangash (small),Wholesale,2022,"10,473.47","13,144.90","11,809.18"
Rangpur,Dinajpur,Dinajpur Sadar,Dinajpur Sadar,Pangash (small),Wholesale,2023,"10,655.46","13,210.08","11,932.77"
Dhaka,Faridpur,Boalmari,Kadordi,Pangash (small),Growers,2021,"12,000.00","13,000.00","12,500.00"
Dhaka,Faridpur,Boalmari,Kadordi,Pangash (small),Growers,2022,"12,777.78","14,388.89","13,583.33"
Dhaka,Faridpur,Faridpur Sadar,Kanaipur,Pangash (small),Growers,2021,"12,000.00","13,000.00","12,500.00"
Dhaka,Faridpur,Faridpur Sadar,Kanaipur,Pangash (small),Growers,2022,"12,526.32","13,947.37","13,236.84"
Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,Pangash (small),Retail,2021,110,120,115
Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,Pangash (small),Retail,2022,115.43,125.43,120.43
Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,Pangash (small),Retail,2023,161.29,182.42,171.85
Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,Pangash (small),Wholesale,2021,"9,000.00","10,000.00","9,500.00"
Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,Pangash (small),Wholesale,2022,"10,085.71","10,814.29","10,450.00"
Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,Pangash (small),Wholesale,2023,"14,177.42","15,741.94","14,959.68"
Rangpur,Gaibandha,Gobindogonj,Golapbag,Pangash (small),Growers,2021,"10,000.00","10,500.00","10,250.00"
Sylhet,Habigonj,Habigonj Sadar,Habigonj Sadar,Pangash (small),Retail,2021,100,110,105
Sylhet,Habigonj,Habigonj Sadar,Habigonj Sadar,Pangash (small),Retail,2022,111.82,124.72,118.27
Sylhet,Habigonj,Habigonj Sadar,Habigonj Sadar,Pangash (small),Retail,2023,155.93,176.9,166.42
Sylhet,Habigonj,Habigonj Sadar,Habigonj Sadar,Pangash (small),Wholesale,2021,"9,000.00","10,000.00","9,500.00"
Sylhet,Habigonj,Habigonj Sadar,Habigonj Sadar,Pangash (small),Wholesale,2022,"10,164.53","11,232.91","10,698.72"
Sylhet,Habigonj,Habigonj Sadar,Habigonj Sadar,Pangash (small),Wholesale,2023,"14,530.97","15,743.36","15,137.17"
Rajshahi,Jaipurhat,Jaipurhat Sadar,Jaipurhat Sadar,Pangash (small),Retail,2021,90,100,95
Rajshahi,Jaipurhat,Jaipurhat Sadar,Jaipurhat Sadar,Pangash (small),Retail,2022,100.94,140.16,120.55
Rajshahi,Jaipurhat,Jaipurhat Sadar,Jaipurhat Sadar,Pangash (small),Retail,2023,144.87,164.1,154.49
Rajshahi,Jaipurhat,Jaipurhat Sadar,Jaipurhat Sadar,Pangash (small),Wholesale,2021,"8,000.00","9,000.00","8,500.00"
Rajshahi,Jaipurhat,Jaipurhat Sadar,Jaipurhat Sadar,Pangash (small),Wholesale,2022,"9,094.26","11,818.03","10,456.15"
Rajshahi,Jaipurhat,Jaipurhat Sadar,Jaipurhat Sadar,Pangash (small),Wholesale,2023,"13,025.64","14,820.51","13,923.08"
Dhaka,Jamalpur,Jamalpur Sadar,Jamalpur Sadar,Pangash (small),Retail,2023,175.67,192.3,183.99
Dhaka,Jamalpur,Jamalpur Sadar,Jamalpur Sadar,Pangash (small),Wholesale,2023,"15,313.48","16,091.01","15,702.25"
Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,Pangash (small),Retail,2021,113.91,122.53,118.22
Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,Pangash (small),Retail,2022,116.17,127.99,122.08
Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,Pangash (small),Retail,2023,131.69,147.12,139.41
Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,Pangash (small),Wholesale,2021,"10,281.38","10,886.64","10,584.01"
Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,Pangash (small),Wholesale,2022,"9,688.52","10,799.18","10,243.85"
Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,Pangash (small),Wholesale,2023,"11,000.00","17,720.34","14,360.17"
Khulna,Jhinaidah,Jhenaidah Sadar,Jhenaidah Sadar,Pangash (small),Retail,2022,152.45,181.63,167.04
Khulna,Jhinaidah,Jhenaidah Sadar,Jhenaidah Sadar,Pangash (small),Retail,2023,172.69,197.56,185.13
Khulna,Jhinaidah,Jhenaidah Sadar,Jhenaidah Sadar,Pangash (small),Wholesale,2022,"12,704.08","15,163.27","13,933.67"
Khulna,Jhinaidah,Jhenaidah Sadar,Jhenaidah Sadar,Pangash (small),Wholesale,2023,"14,268.91","16,756.30","15,512.61"
Khulna,Khulna,Terokhanda,Chuknagor Bazar,Pangash (small),Growers,2021,"8,000.00","10,869.57","9,434.78"
Khulna,Khulna,Khulna Sadar,Khulna Sadar,Pangash (small),Retail,2021,105.9,117.58,111.74
Khulna,Khulna,Khulna Sadar,Khulna Sadar,Pangash (small),Retail,2022,131.96,144.28,138.12
Khulna,Khulna,Khulna Sadar,Khulna Sadar,Pangash (small),Retail,2023,153.36,172.16,162.76
Khulna,Khulna,Khulna Sadar,Khulna Sadar,Pangash (small),Wholesale,2021,"8,281.36","9,252.69","8,767.03"
Khulna,Khulna,Khulna Sadar,Khulna Sadar,Pangash (small),Wholesale,2022,"11,285.12","12,388.43","11,836.78"
Khulna,Khulna,Khulna Sadar,Khulna Sadar,Pangash (small),Wholesale,2023,"13,525.86","14,827.59","14,176.72"
Khulna,Khulna,Khulna Sadar,Kopilmuni Bazar,Pangash (small),Growers,2021,"7,958.33","10,666.67","9,312.50"
Dhaka,Kishorgonj,Kishoregonj Sadar,Kishoregonj Sadar,Pangash (small),Retail,2021,100,105,102.5
Dhaka,Kishorgonj,Kishoregonj Sadar,Kishoregonj Sadar,Pangash (small),Retail,2022,115.64,120.64,118.14
Dhaka,Kishorgonj,Kishoregonj Sadar,Kishoregonj Sadar,Pangash (small),Retail,2023,141.48,150,145.74
Dhaka,Kishorgonj,Kishoregonj Sadar,Kishoregonj Sadar,Pangash (small),Wholesale,2021,"9,000.00","9,500.00","9,250.00"
Dhaka,Kishorgonj,Kishoregonj Sadar,Kishoregonj Sadar,Pangash (small),Wholesale,2022,"10,141.98","10,641.98","10,391.98"
Dhaka,Kishorgonj,Kishoregonj Sadar,Kishoregonj Sadar,Pangash (small),Wholesale,2023,"13,000.00","13,851.69","13,425.85"
Rangpur,Kurigram,Kurigram Sadar,Kurigram Sadar,Pangash (small),Retail,2021,120,150,135
Rangpur,Kurigram,Kurigram Sadar,Kurigram Sadar,Pangash (small),Retail,2022,120.19,145.87,133.03
Rangpur,Kurigram,Kurigram Sadar,Kurigram Sadar,Pangash (small),Wholesale,2021,"10,000.00","12,000.00","11,000.00"
Rangpur,Kurigram,Kurigram Sadar,Kurigram Sadar,Pangash (small),Wholesale,2022,"9,586.85","11,586.85","10,586.85"
Rangpur,Kurigram,Nageshori,Nageshori Bazar,Pangash (small),Growers,2021,"10,000.00","12,000.00","11,000.00"
Rangpur,Kurigram,Nageshori,Nageshori Bazar,Pangash (small),Growers,2022,"10,409.09","12,204.55","11,306.82"
Rangpur,Kurigram,Nageshori,Nageshori Bazar,Pangash (small),Growers,2023,"13,000.00","13,500.00","13,250.00"
Rangpur,Kurigram,Ulipur,Ulipur,Pangash (small),Growers,2021,"10,000.00","15,000.00","12,500.00"
Rangpur,Kurigram,Ulipur,Ulipur,Pangash (small),Growers,2022,"10,476.19","14,619.05","12,547.62"
Rangpur,Kurigram,Ulipur,Ulipur,Pangash (small),Growers,2023,"12,000.00","12,500.00","12,250.00"
Khulna,Kushtia,Kushtia Sadar,Kushtia Sadar,Pangash (small),Retail,2021,110,120,115
Khulna,Kushtia,Kushtia Sadar,Kushtia Sadar,Pangash (small),Retail,2022,139.17,151.28,145.22
Khulna,Kushtia,Kushtia Sadar,Kushtia Sadar,Pangash (small),Retail,2023,170.67,187.06,178.87
Khulna,Kushtia,Kushtia Sadar,Kushtia Sadar,Pangash (small),Wholesale,2021,"9,500.00","10,000.00","9,750.00"
Khulna,Kushtia,Kushtia Sadar,Kushtia Sadar,Pangash (small),Wholesale,2022,"12,046.03","13,358.58","12,702.30"
